movieId,title_tmdb,genres,actors,directors,overview,original_language,poster_path,avg_rating,total_rating_users,popularity_score,imdbId,tmdbId
1266,Unforgiven,Drama|Western,Clint Eastwood|Gene Hackman|Morgan Freeman|Jaimz Woolvett|Richard Harris,Clint Eastwood,"William Munny is a retired, once-ruthless killer turned gentle widower and hog farmer. To help support his two motherless children, he accepts one last bounty-hunter mission to find the men who brutalized a prostitute. Joined by his former partner and a cocky greenhorn, he takes on a corrupt sheriff.",en,https://image.tmdb.org/t/p/w500/54roTwbX9fltg85zjsmrooXAs12.jpg,4.111111111111111,45.0,15.739970185566278,105695,33.0
1267,The Manchurian Candidate,Crime|Thriller|War,Frank Sinatra|Laurence Harvey|Angela Lansbury|Janet Leigh|James Gregory,John Frankenheimer,"Near the end of the Korean War, a platoon of U.S. soldiers is captured by communists and brainwashed. Following the war, the platoon is returned home, and Sergeant Raymond Shaw is lauded as a hero by the rest of his platoon. However, the platoon commander, Captain Bennett Marco, finds himself plagued by strange nightmares and soon races to uncover a terrible plot.",en,https://image.tmdb.org/t/p/w500/2xQ856kd9hw6bB3OnusGyTvvkwB.jpg,4.25,30.0,14.594445619061872,56218,982.0
1268,Pump Up the Volume,Comedy|Drama,Christian Slater|Samantha Mathis|Annie Ross|Scott Paulin|Mimi Kennedy,Allan Moyle,"Mark Hunter, a lonely high school student, uses his shortwave radio to moonlight as the popular pirate DJ ""Hard Harry."" When his show gets blamed for a teen committing suicide, the students clash with high school faculty and the authorities.",en,https://image.tmdb.org/t/p/w500/s1SyKrARJG2R7FyS4zkNdaekLAW.jpg,3.611111111111111,9.0,8.31489061358961,100436,8428.0
1269,Arsenic and Old Lace,Comedy|Mystery|Thriller,Cary Grant|Priscilla Lane|Josephine Hull|Jean Adair|Raymond Massey,Frank Capra,"Mortimer Brewster, a newspaper drama critic, playwright, and author known for his diatribes against marriage, suddenly falls in love and gets married;  but when he makes a quick trip home to tell his two maiden aunts, he finds out his aunts' hobby - killing lonely old men and burying them in the cellar!",en,https://image.tmdb.org/t/p/w500/xG1GEEQGgExKl0WT5sRo1Arst5D.jpg,3.8793103448275863,29.0,13.1943001874825,36613,212.0
1270,Back to the Future,Adventure|Comedy|Sci-Fi,Michael J. Fox|Christopher Lloyd|Crispin Glover|Lea Thompson|Claudia Wells,Robert Zemeckis,"Eighties teenager Marty McFly is accidentally sent back in time to 1955, inadvertently disrupting his parents' first meeting and attracting his mother's romantic interest. Marty must repair the damage to history by rekindling his parents' romance and - with the help of his eccentric inventor friend Doc Brown - return to 1985.",en,https://image.tmdb.org/t/p/w500/vN5B5WgYscRGcQpVhHl6p9DDTP0.jpg,4.038011695906433,171.0,20.78564290198649,88763,105.0
1271,Fried Green Tomatoes,Comedy|Crime|Drama,Kathy Bates|Jessica Tandy|Mary-Louise Parker|Mary Stuart Masterson|Cicely Tyson,Jon Avnet,"Amidst her own personality crisis, a southern housewife meets an outgoing old woman who tells her the story of Idgie Threadgoode and Ruth Jamison, two young women who experienced hardships and love in 1920s Whistle Stop, Alabama.",en,https://image.tmdb.org/t/p/w500/g71l1vbJwyAAYk8zKCkIQQ58qcb.jpg,3.5,30.0,12.018955215698012,101921,1633.0
1272,Patton,Drama|War,George C. Scott|Stephen Young|Frank Latimore|Karl Michael Vogler|Karl Malden,Franklin J. Schaffner,"""Patton"" tells the tale of General George S. Patton, famous tank commander of World War II. The film begins with Patton's career in North Africa and progresses through the invasion of Germany and the fall of the Third Reich. Side plots also speak of Patton's numerous faults such his temper and habit towards insubordination.",en,https://image.tmdb.org/t/p/w500/8IRufbzhMJSdlmD0cnTWERCtTN2.jpg,4.121212121212121,33.0,14.53287973781206,66206,11202.0
1273,Down by Law,Comedy|Drama|Film-Noir,Tom Waits|John Lurie|Roberto Benigni|Nicoletta Braschi|Ellen Barkin,Jim Jarmusch,"A disc jockey, a pimp and an Italian tourist escape from jail in New Orleans.",en,https://image.tmdb.org/t/p/w500/4IyxoUQ7BB5kcSd7gASe2dTyWu7.jpg,4.045454545454546,11.0,10.052576901415094,90967,1554.0
1274,Akira,Action|Adventure|Animation|Sci-Fi,Mitsuo Iwata|Nozomu Sasaki|Mami Koyama|Taro Ishida|Mizuho Suzuki,Katsuhiro Otomo,A secret military project endangers Neo-Tokyo when it turns a biker gang member into a rampaging psychic psychopath that only two teenagers and a group of psychics can stop.,ja,https://image.tmdb.org/t/p/w500/neZ0ykEsPqxamsX6o5QNUFILQrz.jpg,3.7435897435897436,39.0,13.809651289759865,94625,149.0
1275,Highlander,Action|Adventure|Fantasy,Christopher Lambert|Roxanne Hart|Clancy Brown|Sean Connery|Beatie Edney,Russell Mulcahy,He fought his first battle on the Scottish Highlands in 1536. He will fight his greatest battle on the streets of New York City in 1986. His name is Connor MacLeod. He is immortal.,en,https://image.tmdb.org/t/p/w500/8Z8dptJEypuLoOQro1WugD855YE.jpg,3.7291666666666665,48.0,14.513246528370876,91203,8009.0
1276,Cool Hand Luke,Drama,Paul Newman|George Kennedy|Luke Askew|Morgan Woodward|Harry Dean Stanton,Stuart Rosenberg,"When petty criminal Luke Jackson is sentenced to two years in a Florida prison farm, he doesn't play by the rules of either the sadistic warden or the yard's resident heavy, Dragline, who ends up admiring the new guy's unbreakable will. Luke's bravado, even in the face of repeated stints in the prison's dreaded solitary confinement cell, ""the box,"" make him a rebel hero to his fellow convicts and a thorn in the side of the prison officers.",en,https://image.tmdb.org/t/p/w500/4ykzTiHKLamh3eZJ8orVICtU2Jp.jpg,4.271929824561403,57.0,17.34592759768514,61512,903.0
1277,Cyrano de Bergerac,Comedy|Drama|Romance,Gérard Depardieu|Anne Brochet|Vincent Perez|Jacques Weber|Roland Bertin,Jean-Paul Rappeneau,"Famed swordsman and poet Cyrano de Bergerac is in love with his cousin Roxane. He has never expressed his love for her as he his large nose undermines his self-confidence. Then he finds a way to express his love to her, indirectly.",fr,https://image.tmdb.org/t/p/w500/80XJ5UkGuYTKDuALeG03BLk1OT1.jpg,4.125,12.0,10.58041609952884,99334,11673.0
1278,Young Frankenstein,Comedy|Fantasy,Gene Wilder|Peter Boyle|Marty Feldman|Madeline Kahn|Cloris Leachman,Mel Brooks,"A young neurosurgeon inherits the castle of his grandfather, the famous Dr. Victor von Frankenstein. In the castle he finds a funny hunchback, a pretty lab assistant and the elderly housekeeper. Young Frankenstein believes that the work of his grandfather was delusional, but when he discovers the book where the mad doctor described his reanimation experiment, he suddenly changes his mind.",en,https://image.tmdb.org/t/p/w500/c6335WJCZO8NK5wehHk5sA9Cypv.jpg,3.9927536231884058,69.0,16.963194770791283,72431,3034.0
1279,Night on Earth,Comedy|Drama,Winona Ryder|Gena Rowlands|Giancarlo Esposito|Armin Mueller-Stahl|Rosie Perez,Jim Jarmusch,A quintet of cabbies in five cities and their remarkable fares on the same eventful night.,en,https://image.tmdb.org/t/p/w500/ktejUHCo6c8DekpOtR3uSb6oDXr.jpg,4.125,8.0,9.063551381511905,102536,339.0
1280,Raise the Red Lantern,Drama,Gong Li|Ma Jingwu|He Saifei|Cao Cuifen|Kong Lin,Zhang Yimou,"In 1920s China, 19-year-old Songlian becomes a concubine of a powerful lord and is forced to compete with his three wives for the privileges gained.",zh,https://image.tmdb.org/t/p/w500/j6MGZpg55cTqlHHwahBtzI2qQg1.jpg,4.333333333333333,9.0,9.977868736307531,101640,10404.0
1281,The Great Dictator,Comedy|Drama|War,Charlie Chaplin|Paulette Goddard|Jack Oakie|Reginald Gardiner|Henry Daniell,Charlie Chaplin,Dictator Adenoid Hynkel tries to expand his empire while a poor Jewish barber tries to avoid persecution from Hynkel's regime.,en,https://image.tmdb.org/t/p/w500/nhMXB8GTdswYMCL9nepDZymJCOr.jpg,4.133333333333334,15.0,11.460033385257763,32553,914.0
1282,Fantasia,Animation|Children|Fantasy|Musical,Deems Taylor|Walt Disney|Julietta Novis|Leopold Stokowski,Wilfred Jackson|Bill Roberts|Paul Satterfield|Samuel Armstrong|Jim Handley|T. Hee|Hamilton Luske|Ben Sharpsteen|James Algar|Norman Ferguson|David Hand|Ford Beebe Jr.,"Walt Disney's timeless masterpiece is an extravaganza of sight and sound! See the music come to life, hear the pictures burst into song and experience the excitement that is Fantasia over and over again.",en,https://image.tmdb.org/t/p/w500/5m9njnidjR0syG2gpVPVgcEMB2X.jpg,3.7830188679245285,53.0,15.090401912002587,32455,756.0
1283,High Noon,Drama|Western,Gary Cooper|Thomas Mitchell|Lloyd Bridges|Katy Jurado|Grace Kelly,Fred Zinnemann,"Will Kane, the sheriff of a small town in New Mexico, learns a notorious outlaw he put in jail has been freed, and will be arriving on the noon train. Knowing the outlaw and his gang are coming to kill him, Kane is determined to stand his ground, so he attempts to gather a posse from among the local townspeople.",en,https://image.tmdb.org/t/p/w500/qETSMQ4IXBSAS409Z9OL0ppXWTW.jpg,4.2105263157894735,19.0,12.613609572858909,44706,288.0
1284,The Big Sleep,Crime|Film-Noir|Mystery,Humphrey Bogart|Lauren Bacall|John Ridgely|Martha Vickers|Louis Jean Heydt,Howard Hawks,"Private Investigator Philip Marlowe is hired by wealthy General Sternwood regarding a matter involving his youngest daughter Carmen. Before the complex case is over, Marlowe sees murder, blackmail, deception, and what might be love.",en,https://image.tmdb.org/t/p/w500/lraHo9D8c0YWfxsKqT5P5sVqMKN.jpg,4.142857142857143,14.0,11.219065118852015,38355,910.0
1285,Heathers,Comedy,Winona Ryder|Christian Slater|Shannen Doherty|Lisanne Falk|Kim Walker,Michael Lehmann,"A girl who halfheartedly tries to be part of the ""in crowd"" of her school meets a rebel who teaches her a more devious way to play social politics: by killing the popular kids.",en,https://image.tmdb.org/t/p/w500/dGbVfM4WlM7uvIbyRehfPZUIgp2.jpg,3.731707317073171,41.0,13.947889063350132,97493,2640.0
1286,Somewhere in Time,Drama|Romance,Christopher Reeve|Jane Seymour|Christopher Plummer|Teresa Wright|Bill Erwin,Jeannot Szwarc,"Young writer Richard Collier is met on the opening night of his first play by an old lady who begs him to ""Come back to me"". Mystified, he tries to find out about her, and learns that she is a famous stage actress from the early twentieth century. Becoming more and more obsessed with her, by self-hypnosis he manages to travel back in time—where he meets her.",en,https://image.tmdb.org/t/p/w500/hmdegiSwVYUNvEfihaE3HRM3Sos.jpg,3.0714285714285716,7.0,6.386856163730925,81534,16633.0
1287,Ben-Hur,Action|Adventure|Drama,Charlton Heston|Stephen Boyd|Hugh Griffith|Jack Hawkins|Haya Harareet,William Wyler,"In 25 AD, Judah Ben-Hur, a Jew in ancient Judea, opposes the occupying Roman empire.  Falsely accused by a Roman childhood friend-turned-overlord of trying to kill the Roman governor, he is put into slavery and his mother and sister are taken away as prisoners.",en,https://image.tmdb.org/t/p/w500/m4WQ1dBIrEIHZNCoAjdpxwSKWyH.jpg,3.9411764705882355,34.0,14.012254124693571,52618,665.0
1288,This Is Spinal Tap,Comedy,Christopher Guest|Michael McKean|Harry Shearer|Rob Reiner|June Chadwick,Rob Reiner,"""This Is Spinal Tap"" shines a light on the self-contained universe of a metal band struggling to get back on the charts, including everything from its complicated history of ups and downs, gold albums, name changes and undersold concert dates, along with the full host of requisite groupies, promoters, hangers-on and historians, sessions, release events and those special behind-the-scenes moments that keep it all real.",en,https://image.tmdb.org/t/p/w500/lTdoAGlVvIn3W1ZVa8iX4Sh2SCq.jpg,4.015151515151516,66.0,16.88247794149403,88258,11031.0
1289,Koyaanisqatsi,Documentary,N/A,Godfrey Reggio,Takes us to locations all around the US and shows us the heavy toll that modern technology is having on humans and the earth. The visual tone poem contains neither dialogue nor a vocalized narration: its tone is set by the juxtaposition of images and the exceptional music by Philip Glass.,en,https://image.tmdb.org/t/p/w500/6zCNciRcob8lwuydVXgq0esla8L.jpg,3.8636363636363638,11.0,9.60077569236273,85809,11314.0
1290,Some Kind of Wonderful,Drama|Romance,Eric Stoltz|Mary Stuart Masterson|Lea Thompson|Chynna Phillips|Craig Sheffer,Howard Deutch,"Keith Nelson, an artsy high school outcast, tries to land a date with popular girl Amanda Jones with some help from his tomboy best friend, Watts. However, Watts realizes she likes Keith as more than just a friend and tries to convince him to stop pursuing Amanda. Matters are further complicated when Keith's invitation draws the ire of Amanda's rich yet snobby ex-boyfriend, Hardy Jenns, who makes plans to get even.",en,https://image.tmdb.org/t/p/w500/6z6ZUrwbAJl9Nq43OY77O7iY80x.jpg,3.35,10.0,8.032949163874543,94006,15143.0
1291,Indiana Jones and the Last Crusade,Action|Adventure,Harrison Ford|Sean Connery|Denholm Elliott|Alison Doody|John Rhys-Davies,Steven Spielberg,"In 1938, an art collector appeals to eminent archaeologist Dr. Indiana Jones to embark on a search for the Holy Grail. Indy learns that a medieval historian has vanished while searching for it, and the missing man is his own father, Dr. Henry Jones Sr.. He sets out to rescue his father by following clues in the old man's notebook, which his father had mailed to him before he went missing. Indy arrives in Venice, where he enlists the help of a beautiful academic, Dr. Elsa Schneider, along with Marcus Brody and Sallah. Together they must stop the Nazis from recovering the power of eternal life and taking over the world!",en,https://image.tmdb.org/t/p/w500/sizg1AU8f8JDZX4QIgE4pjUMBvx.jpg,4.046428571428572,140.0,20.024803413565948,97576,89.0
1292,Being There,Comedy|Drama,Peter Sellers|Shirley MacLaine|Melvyn Douglas|Jack Warden|Richard Dysart,Hal Ashby,"A simple-minded gardener named Chance has spent all his life in the Washington D.C. house of an old man. When the man dies, Chance is put out on the street with no knowledge of the world except what he has learned from television.",en,https://image.tmdb.org/t/p/w500/3RO3jbCKEey2T9bYFkYt9xpwen9.jpg,3.95,20.0,12.025863629007521,78841,10322.0
1293,Gandhi,Drama,Ben Kingsley|Candice Bergen|Edward Fox|John Gielgud|Trevor Howard,Richard Attenborough,"In the early years of the 20th century, Mohandas K. Gandhi, a British-trained lawyer, forsakes all worldly possessions to take up the cause of Indian independence. Faced with armed resistance from the British government, Gandhi adopts a policy of 'passive resistance', endeavouring to win freedom for his people without resorting to bloodshed.",en,https://image.tmdb.org/t/p/w500/rOXftt7SluxskrFrvU7qFJa5zeN.jpg,3.8333333333333335,27.0,12.77345062233828,83987,783.0
1295,The Unbearable Lightness of Being,Drama,Daniel Day-Lewis|Juliette Binoche|Lena Olin|Derek de Lint|Stellan Skarsgård,Philip Kaufman,"Successful surgeon Tomas leaves Prague for an operation, meets a young photographer named Tereza, and brings her back with him. Tereza is surprised to learn that Tomas is already having an affair with the bohemian Sabina, but when the Soviet invasion occurs, all three flee to Switzerland. Sabina begins an affair, Tom continues womanizing, and Tereza, disgusted, returns to Czechoslovakia. Realizing his mistake, Tomas decides to chase after her.",en,https://image.tmdb.org/t/p/w500/g1kPEwATsCI8DnGx6ViAhUVKQSI.jpg,3.227272727272727,11.0,8.019471460679455,96332,10644.0
1296,A Room with a View,Drama|Romance,Helena Bonham Carter|Julian Sands|Maggie Smith|Denholm Elliott|Daniel Day-Lewis,James Ivory,"When Lucy Honeychurch and chaperon Charlotte Bartlett find themselves in Florence with rooms without views, fellow guests Mr Emerson and son George step in to remedy the situation. Meeting the Emersons could change Lucy's life forever but, once back in England, how will her experiences in Tuscany affect her marriage plans?",en,https://image.tmdb.org/t/p/w500/5xRAqywVo6tNUNQbAESGVP930la.jpg,3.7058823529411766,17.0,10.711377691026962,91867,11257.0
1297,Real Genius,Comedy,Val Kilmer|Gabriel Jarret|Michelle Meyrink|William Atherton|Robert Prescott,Martha Coolidge,"When teenage geniuses Mitch Taylor and Chris Knight, working on an advanced laser project, learn that the military wants to use it as a weapon, they decide to thwart the plan.",en,https://image.tmdb.org/t/p/w500/5mVimQD1XOMLzbO2Qug0JQxh70S.jpg,3.675,20.0,11.188619958633579,89886,14370.0
1298,Pink Floyd: The Wall,Drama|Musical,Bob Geldof|Christine Hargreaves|James Laurenson|Eleanor David|Kevin McKeon,Alan Parker,A troubled rock star descends into madness in the midst of his physical and social isolation from everyone.,en,https://image.tmdb.org/t/p/w500/aElHyIdF5jmctFGhlhhaPFsbBJC.jpg,3.760869565217391,23.0,11.952245927178144,84503,12104.0
1299,The Killing Fields,Drama|War,Sam Waterston|Haing S. Ngor|John Malkovich|Julian Sands|Craig T. Nelson,Roland Joffé,"New York Times reporter Sydney Schanberg is on assignment covering the Cambodian Civil War, with the help of local interpreter Dith Pran and American photojournalist Al Rockoff. When the U.S. Army pulls out amid escalating violence, Schanberg makes exit arrangements for Pran and his family. Pran, however, tells Schanberg he intends to stay in Cambodia to help cover the unfolding story — a decision he may regret as the Khmer Rouge rebels move in.",en,https://image.tmdb.org/t/p/w500/cX6Bv7natnZwQjsV9bLL8mmWjkS.jpg,4.017857142857143,28.0,13.529313602624228,87553,625.0
1300,My Life as a Dog,Comedy|Drama,Anton Glanzelius|Tomas von Brömssen|Anki Lidén|Melinda Kinnaman|Kicki Rundgren,Lasse Hallström,"A boy, obsessed with comparing himself with those less fortunate, experiences a different life at the home of his aunt and uncle in 1959 Sweden.",sv,https://image.tmdb.org/t/p/w500/eVg9IsX2HtR1BNYH0UAhF4JPHi7.jpg,4.166666666666667,9.0,9.59410455414186,89606,8816.0
1301,Forbidden Planet,Drama|Sci-Fi,Walter Pidgeon|Anne Francis|Leslie Nielsen|Warren Stevens|Jack Kelly,Fred M. Wilcox,"Starship C57D travels to planet Altair 4 in search of the crew of spaceship ""Bellerophon,"" a scientific expedition that has been missing for twenty years. They find themselves unwelcome by the expedition's lone survivor and warned of destruction by an invisible force if they don't turn back immediately.",en,https://image.tmdb.org/t/p/w500/aq0OQfRS7hDDI8vyD0ICbH9eguC.jpg,3.8076923076923075,13.0,10.048718293535021,49223,830.0
1302,Field of Dreams,Children|Drama|Fantasy,Kevin Costner|Amy Madigan|Gaby Hoffmann|Ray Liotta|Timothy Busfield,Phil Alden Robinson,"Ray Kinsella is an Iowa farmer who hears a mysterious voice telling him to turn his cornfield into a baseball diamond. He does, but the voice's directions don't stop -- even after the spirits of deceased ballplayers turn up to play.",en,https://image.tmdb.org/t/p/w500/oeM7nAw6FVFICwUaXKCRkDsKjqO.jpg,3.517857142857143,56.0,14.2228767814894,97351,2323.0
1303,The Man Who Would Be King,Adventure|Drama,Sean Connery|Michael Caine|Christopher Plummer|Saeed Jaffrey|Doghmi Larbi,John Huston,"Tired of life as soldiers, Peachy Carnehan and Danny Dravot travel to the isolated land of Kafiristan, where they are ultimately embraced by the people and revered as rulers. After a series of misunderstandings, the natives come to believe that Dravot is a god, but he and Carnehan can't keep up their deception forever.",en,https://image.tmdb.org/t/p/w500/gc5fS9UfNrGm5cBlbAI560YbDSF.jpg,4.029411764705882,17.0,11.646497965640428,73341,983.0
1304,Butch Cassidy and the Sundance Kid,Action|Western,Paul Newman|Robert Redford|Katharine Ross|Strother Martin|Henry Jones,George Roy Hill,"As the west rapidly becomes civilized, a pair of outlaws in 1890s Wyoming find themselves pursued by a posse and decide to flee to South America in hopes of evading the law.",en,https://image.tmdb.org/t/p/w500/gFmmykF1Ym3OGzENo50nZQaD1dx.jpg,3.943548387096774,62.0,16.338652267785964,64115,642.0
1305,"Paris, Texas",Drama|Romance,Harry Dean Stanton|Nastassja Kinski|Dean Stockwell|Hunter Carson|Aurore Clément,Wim Wenders,"A man wanders out of the desert not knowing who he is. His brother finds him, and helps to pull his memory back of the life he led before he walked out on his family and disappeared four years earlier.",en,https://image.tmdb.org/t/p/w500/sP27Qm4THyRZyHjHYMfIDtJP6YE.jpg,3.5,4.0,5.633032693519351,87884,655.0
1306,Until the End of the World,Adventure|Drama|Sci-Fi,William Hurt|Solveig Dommartin|Sam Neill|Max von Sydow|Rüdiger Vogler,Wim Wenders,"In 1999, a woman's life is forever changed after she survives a car crash with two bank robbers, who enlist her help to take the money to a drop in Paris. On the way, she runs into another fugitive from the law — an American doctor on the run from the CIA. They want to confiscate his father's invention – a device which allows anyone to record their dreams and visions.",de,https://image.tmdb.org/t/p/w500/sDpYWgYkBlrVnpySXQNsxVvDAAG.jpg,2.7,5.0,4.837750566915749,101458,10341.0
1307,When Harry Met Sally...,Comedy|Romance,Billy Crystal|Meg Ryan|Carrie Fisher|Bruno Kirby|Steven Ford,Rob Reiner,"Sex always gets in the way of friendships between men and women. At least, that's what Harry Burns believes. So when Harry meets Sally Albright and a deep friendship blossoms between them, Harry's determined not to let his attraction to Sally destroy it. But when a night of weakness ends in a morning of panic, can the pair avoid succumbing to Harry's fears by remaining friends and admitting they just might be the perfect match for each other?",en,https://image.tmdb.org/t/p/w500/rFOiFUhTMtDetqCGClC9PIgnC1P.jpg,3.8588235294117648,85.0,17.188540154954712,98635,639.0
1310,Hype!,Documentary,Jeff Ament|Mark Arm|Kurt Cobain|Chris Cornell|Dale Crover,Doug Pray,"This documentary examines the Seattle scene as it became the focus of a merging of punk rock, heavy metal, and innovation. Building from the grass roots, self-promoted and self-recorded until break-out success of bands like Nirvana brought the record industry to the Pacific Northwest, a phenomenon was born.",en,https://image.tmdb.org/t/p/w500/vfR9veCwZMZXfpCF5QlnaLFoSr1.jpg,5.0,1.0,3.4657359027997265,116589,30180.0
1312,Female Perversions,Drama,Tilda Swinton|Amy Madigan|Karen Sillas|Frances Fisher|Laila Robins,Susan Streitfeld,"Eve Stephens, a beautiful and sexy high-powered attorney, is up for appointment as a judge. But below her veneer of self-confidence lies a darker side, one in which she is driven by bizarre visions and sexual fantasies. After a series of events, including rescuing her sister Madelyn after her arrest for shoplifting, being rejected by her lover John during a surprise visit, and finally, meeting with the Governor regarding her judicial appointment, Eve comes unraveled. In a stunning and climactic conclusion, Eve is forced to confront her fears and, more importantly, herself.",en,https://image.tmdb.org/t/p/w500/5vqRaOZBqBL1YXukRv6zI6Y4pxC.jpg,2.5,2.0,2.7465307216702746,116293,41801.0
1318,Blue Juice,Comedy|Drama,Sean Pertwee|Catherine Zeta-Jones|Steven Mackintosh|Ewan McGregor|Peter Gunn,Carl Prechezer,"JC is the hero of the Cornish surfing community. Staring thirty hard in the face, he fears that the wave that has carried him through a prolonged adolescence is heading for the rocks as his girlfriend pressures him for commitment and his friends contemplate growing up.",en,https://image.tmdb.org/t/p/w500/9cGEpHyiPk1qRuY1Kv57RGkyesr.jpg,2.0,1.0,1.3862943611198906,112537,18762.0
1320,Alien³,Action|Horror|Sci-Fi|Thriller,Sigourney Weaver|Charles S. Dutton|Charles Dance|Paul McGann|Brian Glover,David Fincher,"After escaping with Newt and Hicks from the alien planet, Ripley crash lands on Fiorina 161, a prison planet and host to a correctional facility. Unfortunately, although Newt and Hicks do not survive the crash, a more unwelcome visitor does. The prison does not allow weapons of any kind, and with aid being a long time away, the prisoners must simply survive in any way they can.",en,https://image.tmdb.org/t/p/w500/xh5wI0UoW7DfS1IyLy3d2CgrCEP.jpg,3.148936170212766,47.0,12.190164885412083,103644,8077.0
1321,An American Werewolf in London,Comedy|Horror|Thriller,David Naughton|Jenny Agutter|Griffin Dunne|John Woodvine|Don McKillop,John Landis,"American tourists David and Jack are savaged by an unidentified vicious animal whilst hiking on the Yorkshire Moors. Retiring to the home of a beautiful nurse to recuperate, David soon experiences disturbing changes to his mind and body.",en,https://image.tmdb.org/t/p/w500/hVEqUASJmCQaolkKFEySCHZ8uKG.jpg,3.4130434782608696,23.0,10.846835899231033,82010,814.0
1322,Amityville 1992: It's About Time,Horror,Stephen Macht|Shawn Weatherly|Megan Ward|Damon Martin|Jonathan Penner,Tony Randel,"A hot-shot architect returns home from his latest business trip with a surprise: an ornate old clock rescued out of a soon-to-be-demolished mansion in Amityville, New York, that brings about a seemingly unstoppable demonic force.",en,https://image.tmdb.org/t/p/w500/rpNTpxVQu6YnLm8GvpvGyAGMg5g.jpg,1.5,3.0,2.0794415416798357,103678,41671.0
1323,Amityville 3-D,Horror,Tony Roberts|Tess Harper|Robert Joy|Candy Clark|Leora Dana,Richard Fleischer,"To debunk the Amityville house's infamous reputation and take advantage of a rock-bottom asking price, skeptical journalist John Baxter buys the place and settles in to write his first novel.",en,https://image.tmdb.org/t/p/w500/gYvFL6REedBvjTSzVAhyk5imJgq.jpg,1.6666666666666667,3.0,2.3104906018664844,85159,27214.0
1324,Amityville: Dollhouse,Horror,Robin Thomas|Starr Andreeff|Allen Cutler|Rachel Duncan|Jarrett Lennon,Steve White,"Bill Martin has just finished construction on a picturesque new home for his family, but unknown to him, the previously barren property was once the site of the infamous Amityville murder house, which contains demonic entities with murderous sights on the family.",en,https://image.tmdb.org/t/p/w500/c6DVwjJ71jzk3DXqrkuvuM6BxW1.jpg,1.1666666666666667,3.0,1.6173434213065392,115535,52263.0
1325,Amityville: A New Generation,Horror,Ross Partridge|Julia Nickson|Lala Sloatman|David Naughton|Barbara Howard,John Murlowski,"Keyes, a successful photographer who lives at the border of Skid Row, notices a homeless man with a strange old mirror. Immediately struck by it for reasons he cannot explain, he convinces the man to sell it to him, soon behaving in increasingly erratic and unhinged ways.",en,https://image.tmdb.org/t/p/w500/jjWkIHRRj2kOgVMXpK8im4KOcTu.jpg,1.25,2.0,1.3732653608351373,106262,33519.0
1326,Amityville II: The Possession,Horror,James Olson|Burt Young|Rutanya Alda|Jack Magner|Andrew Prine,Damiano Damiani,"Anthony and Dolores Montelli, along with their four children, move into their dream house in Amityville and are immediately plagued by a string of paranormal experiences. When the abusive Anthony wrongly places the blame on their children, Dolores recruits a local Catholic priest to exorcise the house.",en,https://image.tmdb.org/t/p/w500/xx9K2m2Arr5EZUQtmggKtEK1f2a.jpg,1.125,4.0,1.8106176514883627,83550,16235.0
1327,The Amityville Horror,Drama|Horror|Mystery|Thriller,James Brolin|Margot Kidder|Rod Steiger|Don Stroud|Murray Hamilton,Stuart Rosenberg,"George Lutz, his wife Kathy, and their three children have just moved into a beautiful, and improbably cheap, Victorian mansion nestled in the sleepy coastal town of Amityville, Long Island. However, their dream home is concealing a horrific past and soon each member of the Lutz family is plagued with increasingly strange and violent visions and impulses.",en,https://image.tmdb.org/t/p/w500/7VMscq0659xKmcXzd86de1DGV4W.jpg,2.6333333333333333,15.0,7.30115030189809,78767,11449.0
1328,The Amityville Curse,Horror,Kim Coates|Dawna Wightman|Helen Hughes|David Stein|Anthony Dean Rubeš,Tom Berry,"After purchasing a property in Amityville, New York, Debbie and her husband invite three of their closest friends to help renovate. Immediately uneasy in her new surroundings, she begins experiencing shockingly vivid nightmares.",en,https://image.tmdb.org/t/p/w500/bGTF4uusklWxN0kBBe3msPKPCrb.jpg,0.75,2.0,0.8239592165010823,99030,41848.0
1329,Blood for Dracula,Horror,Udo Kier|Joe Dallesandro|Vittorio De Sica|Maxime McKendry|Arno Jürging,Paul Morrissey,"Deathly ill Count Dracula and his slimy underling, Anton, travel to Italy in search of a virgin's blood. They're welcomed at the crumbling estate of indebted Marchese Di Fiore, who's desperate to marry off his daughters to rich suitors. But there, instead of pure women, the count encounters incestuous lesbians with vile blood and Marxist manservant Mario, who's suspicious of the aristocratic Dracula.",en,https://image.tmdb.org/t/p/w500/cLyCHzPT5kLBEPn4DMcqgNbjwke.jpg,2.75,2.0,3.021183793837302,71233,25944.0
1330,April Fool's Day,Horror,Amy Steel|Ken Olandt|Deborah Foreman|Deborah Goodrich|Clayton Rohner,Fred Walton,"As soon as Muffy St. John and her college friends arrive on her parents' secluded island, someone starts trimming the guest list... one murder at a time.",en,https://image.tmdb.org/t/p/w500/zNx2tNRzRyPsBSHX1VF2c7U0UyW.jpg,1.5,4.0,2.4141568686511503,90655,24913.0
1331,Audrey Rose,Horror,Marsha Mason|Anthony Hopkins|John Beck|Susan Swift|Norman Lloyd,Robert Wise,"A man is convinced that 11-year old girl, Ivy, is the reincarnation of his own daughter Audrey Rose, who died in a fiery car accident, along with his wife, two minutes before Ivy was born.",en,https://image.tmdb.org/t/p/w500/omtHuaCwKRX20x5R8xnqxWYq8Xp.jpg,2.0,1.0,1.3862943611198906,75704,49126.0
