index,actor,movies_count,total_users,avg_rating,image_url
16260,Steve Carell,23,429,3.253913043478261,https://image.tmdb.org/t/p/w500/ULqKHMosznI7U2JyRZYMvSxUvq.jpg
14861,Robin Wright,23,710,3.460434782608696,https://image.tmdb.org/t/p/w500/d3rIv0y2p0jMsQ7ViR7O1606NZa.jpg
6296,Guy Pearce,23,559,3.42304347826087,https://image.tmdb.org/t/p/w500/vTqk6Nh3WgqPubkS23eOlMAwmwa.jpg
6227,Gregory Peck,23,172,3.847826086956522,https://image.tmdb.org/t/p/w500/pugayYkpmD2CXY7D0aweLkDRLaf.jpg
9628,Kenneth Branagh,23,354,3.2704347826086955,https://image.tmdb.org/t/p/w500/AbCqqFxNi5w3nDUFdQt0DGMFh5H.jpg
16168,Stellan Skarsgård,23,425,3.496086956521739,https://image.tmdb.org/t/p/w500/x78BtYHElirO7Iw8bL4m8CnzRDc.jpg
4136,Denis Leary,23,311,3.1578260869565216,https://image.tmdb.org/t/p/w500/9pMR9QhURdJ3xxdHeNVOKF5M81b.jpg
7592,Jason Bateman,23,250,3.048695652173913,https://image.tmdb.org/t/p/w500/8e6mt0vGjPo6eW52gqRuXy5YnfN.jpg
12764,Naomi Watts,23,258,3.441304347826087,https://image.tmdb.org/t/p/w500/k6l8BWX1yqfGt95enzEkHoPvON4.jpg
17936,William H. Macy,23,534,3.3530434782608696,https://image.tmdb.org/t/p/w500/hdVEGSrP8qWlJnt0v5vSVcGOjy7.jpg
8288,Joaquin Phoenix,23,436,3.3552173913043477,https://image.tmdb.org/t/p/w500/u38k3hQBDwNX0VA22aQceDp9Iyv.jpg
11419,Mark Strong,23,269,3.4239130434782608,
1892,Bill Paxton,23,798,3.3073913043478256,https://image.tmdb.org/t/p/w500/vbrgcMsy7m7Pc0O0glRZugfZgoK.jpg
15764,Sharon Stone,23,444,2.8204347826086957,https://image.tmdb.org/t/p/w500/AqwJtz1uoXVbYBfPq1vT3dLL0ce.jpg
7905,Jennifer Connelly,23,510,3.0834782608695654,https://image.tmdb.org/t/p/w500/slHm9S8ngBOUwbUoip5iNFjNRBc.jpg
1886,Bill Nighy,23,214,3.061304347826087,https://image.tmdb.org/t/p/w500/acbigDOU1L1vMWAL3Wf0r8h8qLA.jpg
152,Adrien Brody,22,271,3.457727272727273,https://image.tmdb.org/t/p/w500/id5GuTduKt3yCwb7BrVLuWKqaSq.jpg
7461,Jamie Foxx,22,320,3.193636363636364,https://image.tmdb.org/t/p/w500/zD8Nsy4Xrghp7WunwpCj5JKBPeU.jpg
2376,Burt Reynolds,22,202,2.554090909090909,https://image.tmdb.org/t/p/w500/5FNuc4f1OR9EF9QcrcnFIr3zZQr.jpg
8300,Jodie Foster,22,745,3.4327272727272726,https://image.tmdb.org/t/p/w500/8DAd9knKivHR4CCStxlNEQXzjIh.jpg
4002,David Strathairn,22,276,3.5945454545454543,https://image.tmdb.org/t/p/w500/fhkvTcrCDPTAclTnE7sqQS1NZKq.jpg
4820,Elizabeth Banks,22,252,3.3127272727272725,https://image.tmdb.org/t/p/w500/zrkI1dYucpTM8Qydtrtro9MgQPb.jpg
14495,Richard Jenkins,22,201,3.2786363636363633,https://image.tmdb.org/t/p/w500/muT3RZG9hiKaKojD751RcQ5tGEy.jpg
5320,Faye Dunaway,22,319,3.485454545454546,https://image.tmdb.org/t/p/w500/bwHJPkiDOjTslgrl0mri1Ndvx2V.jpg
14466,Richard Dreyfuss,22,403,3.0677272727272724,https://image.tmdb.org/t/p/w500/q2BPu6zWwFtnzQfpl4fgbKqURXM.jpg
6878,Ice Cube,22,171,2.7209090909090907,https://image.tmdb.org/t/p/w500/9EghwabQ1wIQT4oN69qtPlzqGn4.jpg
2903,Chevy Chase,22,243,2.803181818181818,https://image.tmdb.org/t/p/w500/xmAcHXakDi0elKsCl2sRjtobQnx.jpg
2100,Bradley Cooper,22,368,3.1531818181818183,https://image.tmdb.org/t/p/w500/sQq0nft6YZmJ7EMQwPcbaxym3AL.jpg
7286,Jake Gyllenhaal,22,433,3.4181818181818184,https://image.tmdb.org/t/p/w500/rJdYHYNhlcOBwbPvDZVvt1xw7bi.jpg
15878,Shirley MacLaine,22,157,3.3636363636363638,https://image.tmdb.org/t/p/w500/mpW9c34IAFPW0ODuKR8J0FAqN5i.jpg
3483,Cuba Gooding Jr.,22,473,3.066818181818182,https://image.tmdb.org/t/p/w500/2JguzbpOXoTGzSmLbWFlulKyyAe.jpg
16133,Stanley Tucci,22,192,2.924545454545455,https://image.tmdb.org/t/p/w500/q4TanMDI5Rgsvw4SfyNbPBh4URr.jpg
4185,Dermot Mulroney,22,192,2.9768181818181816,https://image.tmdb.org/t/p/w500/zemTC606JcuMgIGbJMYAocrS5Gm.jpg
5454,Frances McDormand,22,466,3.4068181818181817,https://image.tmdb.org/t/p/w500/r0A7hZsM1zuavTr0jN7bwmBcliR.jpg
7141,Jack Lemmon,22,262,3.4986363636363635,https://image.tmdb.org/t/p/w500/7jWVWLr1VJqQrN3d4YJaATCIHRw.jpg
12798,Natalie Portman,22,767,3.480909090909091,https://image.tmdb.org/t/p/w500/edPU5HxncLWa1YkgRPNkSd68ONG.jpg
12868,Ned Beatty,22,233,3.1286363636363634,https://image.tmdb.org/t/p/w500/rUNNq9CYLkyOwnyGd8QA0LzhmJf.jpg
15461,Sarah Jessica Parker,22,227,2.6,https://image.tmdb.org/t/p/w500/tEhHY7Uyn8VktwLhawBRuR0tdaJ.jpg
4979,Emma Thompson,21,418,3.6185714285714283,https://image.tmdb.org/t/p/w500/xr8Ki3CIqweWWqS5q0kUYdiK6oQ.jpg
17764,Walter Matthau,21,201,3.3933333333333335,https://image.tmdb.org/t/p/w500/pm1YEQPlsNcHQHZJBgcXvu4U4vg.jpg
4355,Don Cheadle,21,454,3.420952380952381,https://image.tmdb.org/t/p/w500/oZ1u1GmudvUGpbMfi9Hxonzp3lF.jpg
7925,Jennifer Lopez,21,223,2.7414285714285715,https://image.tmdb.org/t/p/w500/80DP8sLNWHxV5EJUQxaA8uaFFxo.jpg
12318,Mickey Rourke,21,210,3.0742857142857143,https://image.tmdb.org/t/p/w500/i6vXukUwRsJa7S9yhZgoKt9xLDv.jpg
4159,Dennis Hopper,21,505,3.011904761904762,https://image.tmdb.org/t/p/w500/kqyNvLHi5RZGZcZMxl7e6XvoB5U.jpg
2829,Charlie Sheen,21,357,2.9404761904761907,https://image.tmdb.org/t/p/w500/npEqnIw321opMKuu3lsFNKNKQdX.jpg
15989,Sissy Spacek,21,123,3.3523809523809525,https://image.tmdb.org/t/p/w500/xAxenjxjLNQFq4v1ccS2to3Mnoq.jpg
9516,Keira Knightley,21,463,3.3447619047619046,https://image.tmdb.org/t/p/w500/bRC1B2VwV0wK3ElciFAK6QZf2wD.jpg
12104,Michael J. Fox,21,554,3.309047619047619,https://image.tmdb.org/t/p/w500/2JB4FMgQmnhbBlQ4SxWFN9EIVDi.jpg
3131,Christopher Lloyd,21,686,3.127619047619048,https://image.tmdb.org/t/p/w500/nxVjpyb3UrfbPZnEyDNlQVlFAs5.jpg
8732,Jon Voight,21,596,3.2195238095238095,https://image.tmdb.org/t/p/w500/g3jSSM8xqbRRJmvHM1GTZx8jmup.jpg
13513,Patrick Stewart,21,677,3.5361904761904763,https://image.tmdb.org/t/p/w500/3yExCGqCMfSOVVHdEYTJhXaTtFZ.jpg
2625,Cary Elwes,21,614,3.2176190476190474,https://image.tmdb.org/t/p/w500/5PAcQuB2fFzGq5fjyugNlOpndk4.jpg
2309,Bruce Greenwood,21,239,2.910952380952381,https://image.tmdb.org/t/p/w500/AmfylDaijUHq8cHMq002xfkW7Vk.jpg
9420,Kathy Bates,21,369,2.973809523809524,https://image.tmdb.org/t/p/w500/nP7zRmXJyMyj2OohclSSo6JAEbD.jpg
1073,Anne Hathaway,21,362,3.1466666666666665,https://image.tmdb.org/t/p/w500/s6tflSD20MGz04ZR2R1lZvhmC4Y.jpg
12079,Michael Fassbender,21,256,3.3138095238095238,https://image.tmdb.org/t/p/w500/e7SxBHtAxTyNE4GdOrHD7kqkukm.jpg
15292,Sally Field,21,588,3.0628571428571427,https://image.tmdb.org/t/p/w500/5fBK36MdmdwQQMuP0W70rXADXih.jpg
9758,Kiefer Sutherland,21,384,3.1300000000000003,https://image.tmdb.org/t/p/w500/tK5zjdvao2NELns3bqT7PPqPeJI.jpg
1893,Bill Pullman,21,662,3.0161904761904763,https://image.tmdb.org/t/p/w500/AlLhgmcX5zh3frPT82OSPY9gqXO.jpg
3809,Daryl Hannah,21,452,3.0152380952380953,https://image.tmdb.org/t/p/w500/5FllFmoiaru7tjXJ6Orc11OpQcw.jpg
3959,David Morse,20,555,3.1175,https://image.tmdb.org/t/p/w500/A6zGbkFjM3uajIakgsSeNTmSKqY.jpg
2375,Burt Lancaster,20,71,3.7535,https://image.tmdb.org/t/p/w500/hQBgFAdk1BrSum7LN4B67m3gj0U.jpg
3009,Chris Rock,20,194,3.0075,https://image.tmdb.org/t/p/w500/cqI8yQ00GNDV3PAAz5UeLj7vOX0.jpg
14117,Rachel McAdams,20,350,3.2755,https://image.tmdb.org/t/p/w500/2zyOjda95OfAAsJvuwTV0UaznPZ.jpg
15197,Ryan Gosling,20,238,3.575,https://image.tmdb.org/t/p/w500/asoKC7CLCqpZKZDL6iovNurQUdf.jpg
14985,Ron Perlman,20,226,3.106,https://image.tmdb.org/t/p/w500/pOgMRdJhbBsvwGLRFXPRASTfcay.jpg
17579,Viggo Mortensen,20,853,3.351,https://image.tmdb.org/t/p/w500/vH5gVSpHAMhDaFWfh0Q7BG61O1y.jpg
17592,Vin Diesel,20,339,3.13,https://image.tmdb.org/t/p/w500/nZdVry7lnUkE24PnXakok9okvL4.jpg
6859,Ian McKellen,20,1063,3.604,https://image.tmdb.org/t/p/w500/5cnnnpnJG6TiYUSS7qgJheUZgnv.jpg
3662,Daniel Craig,20,418,3.46,https://image.tmdb.org/t/p/w500/iFerDZUmC5Fu26i4qI8xnUVEHc7.jpg
15621,Seann William Scott,20,271,2.748,https://image.tmdb.org/t/p/w500/mKc2YXdh8d4U2jYDwpLWaOY6Jwg.jpg
8085,Jessica Lange,20,241,3.222,https://image.tmdb.org/t/p/w500/8pJ1eCqVwGJQjt5HYkzR0ZJpxEb.jpg
2964,Chris Cooper,20,396,3.497,https://image.tmdb.org/t/p/w500/j0sQDzaDlnNAdaYhy6HRRAFi22.jpg
3072,Christina Ricci,20,355,3.2235,https://image.tmdb.org/t/p/w500/dzB58d6fNrTEi7nBAU1tySJc2at.jpg
1009,Anna Faris,20,277,2.7395,https://image.tmdb.org/t/p/w500/y3YKNr4qPPJZ9w4lR2a3yySKotd.jpg
7509,Jane Fonda,20,92,3.1515,https://image.tmdb.org/t/p/w500/5Yb3nmRWXXZAxNhfhEuOMdfyVNN.jpg
4238,Diane Lane,20,189,2.9575,https://image.tmdb.org/t/p/w500/o9pPS52JrleScO4Qq6q1nYlaxWz.jpg
964,Anjelica Huston,20,345,3.3240000000000003,https://image.tmdb.org/t/p/w500/6hnYeHa7Rc1w1MmQ3JsLSIb7yCX.jpg
4937,Emily Blunt,20,187,3.102,https://image.tmdb.org/t/p/w500/zpJ7pupuNF3W0zTxm6yioGIoxbd.jpg
9370,Katharine Hepburn,20,146,3.779,https://image.tmdb.org/t/p/w500/hzBSOe6bburyMeeCqD9kR9tRfdD.jpg
13727,Penélope Cruz,20,204,3.129,https://image.tmdb.org/t/p/w500/mSUUioSTuECMiyRR1DabK6leTdg.jpg
9769,Kim Basinger,20,420,2.995,https://image.tmdb.org/t/p/w500/iqQ4o2sRna7J1Z9KkB9Avp9CIsk.jpg
6812,Humphrey Bogart,20,267,3.7034999999999996,https://image.tmdb.org/t/p/w500/4pk2VbOb2td7iBZyir6Ji46HH4N.jpg
12438,Milla Jovovich,20,288,3.0095,https://image.tmdb.org/t/p/w500/usWnHCzbADijULREZYSJ0qfM00y.jpg
11630,Masako Nozawa,20,26,3.6875,https://image.tmdb.org/t/p/w500/jxbXdejmPoiKnNoQz7Dkb80qC26.jpg
13858,Peter Sarsgaard,19,180,3.2931578947368423,https://image.tmdb.org/t/p/w500/jOc4VjxPaOkWOqnLCxd8BJy9g5i.jpg
10861,Luke Wilson,19,262,3.0521052631578947,https://image.tmdb.org/t/p/w500/nH1h9dZGSBuWIOyX27HpYyYykvr.jpg
4006,David Thewlis,19,183,2.9721052631578946,https://image.tmdb.org/t/p/w500/sNuYyT8ocLlQr3TdAW9CoKVbCU8.jpg
11124,Marcia Gay Harden,19,238,3.1494736842105264,https://image.tmdb.org/t/p/w500/5vxcHIHABJxqhweAsTiXVOhT4SE.jpg
6043,Giovanni Ribisi,19,270,3.3173684210526315,https://image.tmdb.org/t/p/w500/nABPeuB360wvWnVMqgpJHq6wHFz.jpg
16228,Stephen Rea,19,292,3.0410526315789475,https://image.tmdb.org/t/p/w500/n52WDwObYghPTfV1TZ1EOVIWUGS.jpg
6376,Hank Azaria,19,231,2.825263157894737,https://image.tmdb.org/t/p/w500/yFDw4b0jucuFWNnGcBPfpYUtn16.jpg
9109,Juliette Lewis,19,377,3.12,https://image.tmdb.org/t/p/w500/vvitS2sZSM9RupCf5B0sZYNS6wT.jpg
10144,Laura Linney,19,305,3.255263157894737,https://image.tmdb.org/t/p/w500/ztQXGmNLzhDV22rAvcXzCG4d0cy.jpg
8971,Judi Dench,19,358,3.508947368421053,https://image.tmdb.org/t/p/w500/cpna5VGvAxuKuC31xJPBKy9zbnv.jpg
8444,John Candy,19,293,2.9189473684210525,https://image.tmdb.org/t/p/w500/uvLWbMDE6UfWNF5tfrsrC9NqeEA.jpg
11514,Martin Sheen,19,524,3.4468421052631575,https://image.tmdb.org/t/p/w500/m2Y3Q0uyuW6htrn2W9UWCWMkpZu.jpg
8049,Jesse Eisenberg,19,228,3.12,https://image.tmdb.org/t/p/w500/8BMnXLVJDysMO1E8JCAyOFv2QAb.jpg
9399,Kathleen Turner,19,290,2.9852631578947366,https://image.tmdb.org/t/p/w500/hvmMGjWKy1CGmaJzPtOtbb3fD57.jpg
1019,Anna Kendrick,19,119,3.265263157894737,https://image.tmdb.org/t/p/w500/i2HIJQcBsUQ3o9HwEeDwou45D60.jpg
3318,Clive Owen,19,376,3.222631578947368,https://image.tmdb.org/t/p/w500/xlWpuLgwxMnZEVgV9OID1TkUNtP.jpg
9940,Kristen Wiig,19,181,3.0321052631578946,https://image.tmdb.org/t/p/w500/N517EQh7j4mNl3BStMmjMN6hId.jpg
11933,Melanie Griffith,18,133,3.0455555555555556,https://image.tmdb.org/t/p/w500/mq5VpOSPlNxSHqccXXZiy0LBXgC.jpg
728,Amy Adams,18,204,3.248333333333333,https://image.tmdb.org/t/p/w500/lub0nBRhsCu2pByvfvxt5DcW86d.jpg
1104,Annette Bening,18,454,3.2333333333333334,https://image.tmdb.org/t/p/w500/sBiiRwAVXd0FCRZ87m0I89qGBvy.jpg
15962,Simon Pegg,18,275,3.5055555555555555,https://image.tmdb.org/t/p/w500/jw8bEEoTOithyNf0qxu4Zt1yaKp.jpg
11190,Maria Bello,18,213,3.2844444444444445,https://image.tmdb.org/t/p/w500/it1f5mxiGIWO0DzTBfwtLTjphZb.jpg
16875,Thomas Jane,18,104,2.823888888888889,https://image.tmdb.org/t/p/w500/9frnlc2zoDcoeqZALB6aeYSQddl.jpg
8067,Jessica Biel,18,143,2.808333333333333,https://image.tmdb.org/t/p/w500/3txkpzteYNW12vpREFpagSrWe6d.jpg
9562,Kelly Preston,18,171,2.8555555555555556,https://image.tmdb.org/t/p/w500/kEBLn0igo3OcNgXQ6cpoPTEaIUv.jpg
15839,Shia LaBeouf,18,222,3.2455555555555557,https://image.tmdb.org/t/p/w500/ljlpaXEManszxIcshYQoqo4au03.jpg
11377,Mark Hamill,18,739,3.2183333333333333,https://image.tmdb.org/t/p/w500/2ZulC2Ccq1yv3pemusks6Zlfy2s.jpg
4563,Dylan McDermott,18,165,2.5977777777777775,https://image.tmdb.org/t/p/w500/3i69RNLuL7KOD9pCmHQYruhcOdn.jpg
1804,Bette Davis,18,52,3.8183333333333334,https://image.tmdb.org/t/p/w500/uBRNCljWHEG9cW9em2ZyoGWQQN5.jpg
8868,Josh Hartnett,18,239,2.9555555555555557,https://image.tmdb.org/t/p/w500/8nTEioiir92fGHcASarPxkjF6kG.jpg
6118,Goldie Hawn,18,109,2.9022222222222225,https://image.tmdb.org/t/p/w500/jbRj8m4jvHNDeZeu0I3p2g4sCXu.jpg
5581,Fred Astaire,18,54,3.6288888888888886,https://image.tmdb.org/t/p/w500/6gw9PCrKi19I5QOwjEPaOYW9uLI.jpg
5294,Famke Janssen,18,519,2.9527777777777775,https://image.tmdb.org/t/p/w500/nt4fpE3cerdDWyZFiRkYRDcOYh4.jpg
17599,Vincent Cassel,18,299,3.37,https://image.tmdb.org/t/p/w500/KxzpJXyzVnqfouInWLypAND0gL.jpg
6737,Hope Davis,18,124,3.2244444444444444,https://image.tmdb.org/t/p/w500/dJb76YQDFmfJ6ptlvBvx0ZBP44C.jpg
13405,Parker Posey,18,130,3.0877777777777777,https://image.tmdb.org/t/p/w500/yoFt75JfGUqQ6EV8qN6fckQuElk.jpg
9938,Kristen Stewart,18,130,2.823888888888889,https://image.tmdb.org/t/p/w500/ryhCjTGqS6G6OprbR0qUEH355lA.jpg
7631,Jason Robards,18,145,3.4594444444444443,https://image.tmdb.org/t/p/w500/9y0HAtWWBkB02gVzh8QDdz6UYZH.jpg
8668,John Wayne,18,57,3.5566666666666666,https://image.tmdb.org/t/p/w500/vI1DyoZxvz51Gxb8uwVLwladohk.jpg
15300,Salma Hayek Pinault,18,283,2.891111111111111,https://image.tmdb.org/t/p/w500/1qfYF7NGRObmeKR7IVXUFVIC0CN.jpg
7397,James Marsden,18,224,2.9322222222222223,https://image.tmdb.org/t/p/w500/lf7OnfKZnMgNh9b98764tqSocGK.jpg
7356,James Earl Jones,18,381,3.1594444444444445,https://image.tmdb.org/t/p/w500/oqMPIsXrl9SZkRfIKN08eFROmH6.jpg
198,Aidan Quinn,18,193,3.193888888888889,
9853,Kirk Douglas,18,69,3.3661111111111115,
2682,Catherine Zeta-Jones,18,405,3.012777777777778,https://image.tmdb.org/t/p/w500/9VE0zNIs11aD9BHCKiGAZEIE5c8.jpg
2858,Charlton Heston,18,228,3.4000000000000004,https://image.tmdb.org/t/p/w500/mJabHWZrjlFiF8U8Bbr8lSFtLX6.jpg
2506,Carla Gugino,18,134,2.8683333333333336,https://image.tmdb.org/t/p/w500/7lSH5LOexOHwvt9lOTsLTbXdU1G.jpg
16087,Spencer Tracy,18,68,3.7422222222222223,https://image.tmdb.org/t/p/w500/aUZUlQjiWvl23stKXzxycb31sen.jpg
16202,Stephen Dorff,18,95,2.6727777777777777,https://image.tmdb.org/t/p/w500/kuFyGa2HZB7hAQTUn3WKlgKAVjm.jpg
14615,Rip Torn,18,373,3.0777777777777775,https://image.tmdb.org/t/p/w500/jP74MHyQl6R8mH7aZKHrrD2Qjj2.jpg
3063,Christina Applegate,18,138,2.933888888888889,https://image.tmdb.org/t/p/w500/ncWS3iguCMCQ53ewacGpMGA6MHv.jpg
11586,Mary Steenburgen,18,388,3.1461111111111113,https://image.tmdb.org/t/p/w500/yJhfuqS3yXW7kLSyvRU6n3b35mq.jpg
6358,Halle Berry,18,280,2.7066666666666666,https://image.tmdb.org/t/p/w500/9aLI0LSi7cbieyiskOdsBaneKmp.jpg
16778,Terrence Howard,18,166,3.0900000000000003,https://image.tmdb.org/t/p/w500/wXWt2NSY23v7DHe2yZQ1C8TikBp.jpg
10977,Mads Mikkelsen,18,157,3.3822222222222225,https://image.tmdb.org/t/p/w500/ntwPvV4GKGGHO3I7LcHMwhXfsw9.jpg
13521,Patrick Wilson,18,115,2.9683333333333333,
14204,Randy Quaid,18,182,3.0127777777777776,https://image.tmdb.org/t/p/w500/rGWvDokcMLIwck10dKIutSoTM9r.jpg
2186,Brian Dennehy,18,305,3.4561111111111114,https://image.tmdb.org/t/p/w500/cg7CwS1vMJXCzZ0FUm4RbrjAJ2t.jpg
17042,Tom Berenger,17,218,2.9305882352941177,https://image.tmdb.org/t/p/w500/zLxzAdAfu7y02yEx29JSLDgXJZ4.jpg
2981,Chris Hemsworth,17,251,3.3252941176470587,https://image.tmdb.org/t/p/w500/piQGdoIQOF3C1EI5cbYZLAW1gfj.jpg
13866,Peter Stormare,17,301,2.9741176470588235,https://image.tmdb.org/t/p/w500/1rtpuUqBV29jDc1huUhtjGDbEwn.jpg
12286,Michelle Williams,17,157,3.2976470588235296,https://image.tmdb.org/t/p/w500/b6mHfqOsf7zS7HzQL6dOfzbdmy7.jpg
18342,Zooey Deschanel,17,190,3.2211764705882353,https://image.tmdb.org/t/p/w500/jh3eY5KuTlKgsdQTpHDVeRGAx6D.jpg
13861,Peter Sellers,17,184,3.27,https://image.tmdb.org/t/p/w500/sCVIv2DGoC9U16anTjLwMxKBPZ.jpg
14364,Rene Russo,17,534,3.0682352941176467,https://image.tmdb.org/t/p/w500/iqnQqYacK3xtxxyu7JTgBP4HFEg.jpg
7262,Jada Pinkett Smith,17,414,3.3247058823529407,https://image.tmdb.org/t/p/w500/vt1Z1Fsu7gjp4L0OHey9Aa79lWj.jpg
7344,James Cromwell,17,413,3.2276470588235293,https://image.tmdb.org/t/p/w500/17AIez58rJyk7EzU5a9L2r6Tn3u.jpg
1562,Barbara Hershey,17,130,3.0870588235294116,https://image.tmdb.org/t/p/w500/6swwfge3HlvyBVRSNwroFtMcgNB.jpg
7614,Jason Lee,17,468,2.8458823529411768,
10134,Laura Dern,17,376,3.5217647058823527,https://image.tmdb.org/t/p/w500/gB9PnGEvxKg33OSlcqptQwTBwPE.jpg
1924,Billy Crystal,17,443,3.027647058823529,https://image.tmdb.org/t/p/w500/3Uuxfg1UorAdJRPgWWhdt3iZgKJ.jpg
5680,Gabriel Byrne,17,336,3.396470588235294,https://image.tmdb.org/t/p/w500/9r9oDGENg92VYYFMkV4C09IUlrb.jpg
677,Amanda Peet,17,168,3.0794117647058825,https://image.tmdb.org/t/p/w500/5TfyCj0X9ftKO11FN057P05s78C.jpg
684,Amanda Seyfried,17,118,3.0470588235294116,https://image.tmdb.org/t/p/w500/gtBUIpZ3dvLpOMIVORxE6sHSyZj.jpg
7371,James Gandolfini,17,144,3.030588235294118,https://image.tmdb.org/t/p/w500/vhtsFJZcfHdeDkFBoWMDzOS6xrP.jpg
9949,Kristin Scott Thomas,17,238,3.3105882352941176,https://image.tmdb.org/t/p/w500/axksw0vAjBPSW02ZqpcC0V8rPD7.jpg
5793,Geena Davis,17,326,3.1029411764705883,https://image.tmdb.org/t/p/w500/bx9ufx5cS7FfHDFFeT71syBh428.jpg
15045,Rose Byrne,17,178,3.326470588235294,https://image.tmdb.org/t/p/w500/6YauDiiTBwRGC1xnwspPmNvPWUu.jpg
7401,James McAvoy,17,169,3.36,https://image.tmdb.org/t/p/w500/vB6qYlFXgONGVwwxWXE4gf0F8SQ.jpg
11745,Matthew Lillard,17,193,3.1294117647058823,https://image.tmdb.org/t/p/w500/auUbijDzR9xpSgQtLsYDvNatloj.jpg
327,Albert Brooks,17,265,3.033529411764706,https://image.tmdb.org/t/p/w500/8iDSGu5l93N7benjf6b3AysBore.jpg
4930,Emilio Estevez,17,277,2.7029411764705884,https://image.tmdb.org/t/p/w500/6TNIik0wBLo8DTvmJNDkKDqKWme.jpg
4245,Dianne Wiest,17,326,3.3652941176470588,https://image.tmdb.org/t/p/w500/axqtFLgJNNz0N9i443USHCOvrmY.jpg
14076,Queen Latifah,17,156,2.906470588235294,https://image.tmdb.org/t/p/w500/fnOghG8JjYDicgNrsy80mKdwj5B.jpg
2241,Bridget Fonda,17,173,3.2611764705882353,https://image.tmdb.org/t/p/w500/ylGktmhDCLnaaV8owSPL8cVlsbn.jpg
3204,Claire Danes,17,238,3.3823529411764706,https://image.tmdb.org/t/p/w500/ustSV3r790QyskweHVC2XqDWs7U.jpg
17504,Vera Farmiga,17,116,2.935882352941176,https://image.tmdb.org/t/p/w500/5Vs7huBmTKftwlsc2BPAntyaQYj.jpg
6614,Henry Fonda,17,89,3.892941176470589,https://image.tmdb.org/t/p/w500/6wXWsqSXF3wCsGcwVqiszy6RX9X.jpg
2773,Charles Durning,17,252,3.078823529411765,https://image.tmdb.org/t/p/w500/aULbVihOGVqWn8CDMGd8bmx2y9D.jpg
13543,Paul Bettany,17,325,3.2858823529411763,https://image.tmdb.org/t/p/w500/oNrDowF5cRtK5lJJuCAh0KeFizy.jpg
10397,Leslie Nielsen,17,311,2.7405882352941178,https://image.tmdb.org/t/p/w500/u5vWl5dw69Nf89f905Qb5JqEVL3.jpg
8335,Joe Pesci,17,601,2.9547058823529415,https://image.tmdb.org/t/p/w500/1WHLXwT0TDZDWFVRcFve1B0EjNK.jpg
8064,Jessica Alba,17,232,3.0405882352941176,https://image.tmdb.org/t/p/w500/dbI9AicApGDRtSbNtcEiK4adN6w.jpg
14753,Robert Loggia,17,261,3.197058823529412,https://image.tmdb.org/t/p/w500/mRSUgJnfprCNw83pyVfpfW7ryfK.jpg
11448,Marlon Brando,17,515,3.389411764705882,https://image.tmdb.org/t/p/w500/vklkhX4QlRKnEG8ylhWzoBdcuev.jpg
2744,Channing Tatum,17,89,3.328823529411765,https://image.tmdb.org/t/p/w500/4TWmVfPdch0tvy1DLzVbof5HE7f.jpg
13443,Patricia Arquette,17,285,3.114117647058823,https://image.tmdb.org/t/p/w500/jeThSouMatiuRiLkjDvSBLHpmq0.jpg
791,Andie MacDowell,17,387,2.9105882352941173,https://image.tmdb.org/t/p/w500/akeheO4i3cR1HpSU8yu9HrLcsKm.jpg
4123,Delroy Lindo,17,404,3.0823529411764703,https://image.tmdb.org/t/p/w500/kLwUBBmEIdchrLqwsYzgLB2B6q5.jpg
331,Albert Finney,17,185,3.3505882352941176,https://image.tmdb.org/t/p/w500/8WCFO9lMHel1bHVYl5lj8pYEw2s.jpg
11501,Martin Lawrence,17,130,3.017058823529412,https://image.tmdb.org/t/p/w500/y3SQzIPUPJpdueb1DkbTYph68nk.jpg
16928,Tim Allen,17,568,2.841764705882353,https://image.tmdb.org/t/p/w500/woWhZzFILVhYMAvsPL171HjMY0y.jpg
12497,Miranda Richardson,17,180,3.356470588235294,https://image.tmdb.org/t/p/w500/2IEW3fxqHb4AHBl5xU8JuipJbNK.jpg
8459,John Cleese,17,454,3.408823529411765,https://image.tmdb.org/t/p/w500/dhDw43v7EY52GG3Z4H8B9mr2s9p.jpg
15591,Sean Bean,17,367,3.1241176470588234,https://image.tmdb.org/t/p/w500/kTjiABk3TJ3yI0Cto5RsvyT6V3o.jpg
8524,John Heard,17,328,2.9288235294117646,https://image.tmdb.org/t/p/w500/zjhcxrCFK4q0C1gtVmeN8FeqCw0.jpg
10625,Liv Tyler,17,241,3.2211764705882353,https://image.tmdb.org/t/p/w500/aYlqS4wYuNCiN9wmvDwKRAE9BQ9.jpg
1056,Anne Bancroft,16,217,3.459375,https://image.tmdb.org/t/p/w500/ydabiabIsMBe2HsNmx43gBpqzxx.jpg
9920,Kris Kristofferson,16,208,2.86625,https://image.tmdb.org/t/p/w500/fWZCpnXT7sLOdc96Bm66QTOjnXZ.jpg
17067,Tom Hardy,16,376,3.644375,https://image.tmdb.org/t/p/w500/d81K0RH8UX7tZj49tZaQhZ9ewH.jpg
1729,Benicio del Toro,16,408,3.525,https://image.tmdb.org/t/p/w500/cVh4UgCMu6aAkZ2BqymTLV86FzZ.jpg
9162,Justin Long,16,142,2.89,https://image.tmdb.org/t/p/w500/7TGXeHw4o86IBm6xknQotpludXK.jpg
15322,Sam Elliott,16,236,3.166875,https://image.tmdb.org/t/p/w500/1K2IvGXFbKsgkExuUsRvy4F0c9e.jpg
